text,label,source
"Please, How long does shipping take? Thanks.",faq,Concierge curated router examples
Quick question: I want information.,ambiguous,Concierge curated router examples
"Hello, This is confusing. Please.",ambiguous,Concierge curated router examples
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,UCI SMS Spam Collection
What documents do I need? Please.,faq,Concierge curated router examples
I want to order this product. Please.,sales_or_contact,Concierge curated router examples
"Hello, This bot is not helping me. Thanks.",human_request,Concierge curated router examples
"Hello, Can you explain your return policy? Can you help?",faq,Concierge curated router examples
"Hi, I have a problem.",ambiguous,Concierge curated router examples
"Hello, Can I change my appointment time?",faq,Concierge curated router examples
What now? Thanks.,ambiguous,Concierge curated router examples
What areas do you serve?,faq,Concierge curated router examples
"Hi, I need something. Can you help?",ambiguous,Concierge curated router examples
Quick question: Maybe later. I appreciate it.,ambiguous,Concierge curated router examples
"Hello, I want to talk to a human. I appreciate it.",human_request,Concierge curated router examples
"Hi, Please escalate this to a person. Can you help?",human_request,Concierge curated router examples
"Please, I do not want the chatbot.",human_request,Concierge curated router examples
"Hi, I have a problem. Please.",ambiguous,Concierge curated router examples
How long does shipping take? Please.,faq,Concierge curated router examples
"Please, I am interested in buying your service. Can you help?",sales_or_contact,Concierge curated router examples
"Please, What is included in the package? Thanks.",faq,Concierge curated router examples
"Please, Can someone from your team help me?",human_request,Concierge curated router examples
Can I speak with sales? Can you help?,sales_or_contact,Concierge curated router examples
"Hi, How much does the service cost? I appreciate it.",faq,Concierge curated router examples
This message is brought to you by GMW Ltd. and is not connected to the,spam,UCI SMS Spam Collection
"Please, This is confusing. I appreciate it.",ambiguous,Concierge curated router examples
"Hello, What areas do you serve?",faq,Concierge curated router examples
Something is wrong. Can you help?,ambiguous,Concierge curated router examples
Can someone from your team help me? Can you help?,human_request,Concierge curated router examples
Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,UCI SMS Spam Collection
Quick question: Do you have weekend appointments?,faq,Concierge curated router examples
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,UCI SMS Spam Collection
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,UCI SMS Spam Collection
"Hello, Can I change my appointment time? I appreciate it.",faq,Concierge curated router examples
"Hello, I have a problem. Thanks.",ambiguous,Concierge curated router examples
"Hello, Help. Can you help?",ambiguous,Concierge curated router examples
"Hi, What areas do you serve?",faq,Concierge curated router examples
"Hello, What are your opening hours? I appreciate it.",faq,Concierge curated router examples
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,UCI SMS Spam Collection
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,UCI SMS Spam Collection
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,UCI SMS Spam Collection
"Hello, Where are you located? Thanks.",faq,Concierge curated router examples
Quick question: I need something. Can you help?,ambiguous,Concierge curated router examples
"Hello, I need a sales representative to contact me. I appreciate it.",sales_or_contact,Concierge curated router examples
"Please, Not sure what I need.",ambiguous,Concierge curated router examples
"Hi, I would like to sign up. Please.",sales_or_contact,Concierge curated router examples
Quick question: I need something. I appreciate it.,ambiguous,Concierge curated router examples
"Hello, How can I become a customer?",sales_or_contact,Concierge curated router examples
Quick question: Can someone from your team help me? I appreciate it.,human_request,Concierge curated router examples
"Hi, I am not sure. I appreciate it.",ambiguous,Concierge curated router examples
Quick question: I want to speak with customer service. Thanks.,human_request,Concierge curated router examples
Give me a human agent. I appreciate it.,human_request,Concierge curated router examples
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam,UCI SMS Spam Collection
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,UCI SMS Spam Collection
"Hello, Please connect me with an agent. Can you help?",human_request,Concierge curated router examples
"Hello, Please help me make a booking. Please.",sales_or_contact,Concierge curated router examples
How does the booking process work? Can you help?,faq,Concierge curated router examples
"Hi, I need live support. Please.",human_request,Concierge curated router examples
"Please, I need something. Can you help?",ambiguous,Concierge curated router examples
"Please, I am ready to purchase. Can you help?",sales_or_contact,Concierge curated router examples
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,UCI SMS Spam Collection
"Please, I need help with my account and maybe booking too. Thanks.",ambiguous,Concierge curated router examples
Quick question: Do you have weekend appointments? Can you help?,faq,Concierge curated router examples
"Please, How can I become a customer? I appreciate it.",sales_or_contact,Concierge curated router examples
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,UCI SMS Spam Collection
"Please, I want information.",ambiguous,Concierge curated router examples
Can a staff member reply? Please.,human_request,Concierge curated router examples
Quick question: Can I speak to a real person?,human_request,Concierge curated router examples
"Please, I am ready to purchase. Thanks.",sales_or_contact,Concierge curated router examples
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,UCI SMS Spam Collection
"Please, What now? Please.",ambiguous,Concierge curated router examples
"Hi, Can someone call me about pricing? Can you help?",sales_or_contact,Concierge curated router examples
"Hi, Tell me more. Can you help?",ambiguous,Concierge curated router examples
"Please, Can you check this? Please.",ambiguous,Concierge curated router examples
"Hi, I am interested in buying your service.",sales_or_contact,Concierge curated router examples
"Please, I want to order this product. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hello, Can you explain your return policy?",faq,Concierge curated router examples
"Hello, Do you have weekend appointments? I appreciate it.",faq,Concierge curated router examples
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,UCI SMS Spam Collection
I need something.,ambiguous,Concierge curated router examples
Quick question: I need an employee to handle this.,human_request,Concierge curated router examples
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,UCI SMS Spam Collection
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,spam,UCI SMS Spam Collection
Not sure what I need.,ambiguous,Concierge curated router examples
"Please, Is parking available?",faq,Concierge curated router examples
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam,UCI SMS Spam Collection
"Please, How long does shipping take? Can you help?",faq,Concierge curated router examples
Quick question: Can I change my appointment time? Please.,faq,Concierge curated router examples
"Hi, Connect me with someone now. I appreciate it.",human_request,Concierge curated router examples
FreeMsg>FAV XMAS TONES!Reply REAL,spam,UCI SMS Spam Collection
Quick question: I have a problem. Can you help?,ambiguous,Concierge curated router examples
"Hello, Can you send me the subscription options?",sales_or_contact,Concierge curated router examples
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,UCI SMS Spam Collection
"Hi, What services do you provide? Thanks.",faq,Concierge curated router examples
"Hi, Can I reserve a spot for tomorrow? Please.",sales_or_contact,Concierge curated router examples
"Please, Can someone from your team help me? Thanks.",human_request,Concierge curated router examples
Money i have won wining number 946 wot do i do next,spam,UCI SMS Spam Collection
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam,UCI SMS Spam Collection
I do not want the chatbot. Thanks.,human_request,Concierge curated router examples
I would like to sign up. Can you help?,sales_or_contact,Concierge curated router examples
"Hello, I have a question. Thanks.",ambiguous,Concierge curated router examples
"Hello, I want to book an appointment. Please.",sales_or_contact,Concierge curated router examples
"Please, I want to schedule a consultation. Can you help?",sales_or_contact,Concierge curated router examples
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam,UCI SMS Spam Collection
"Hi, Transfer me to a representative.",human_request,Concierge curated router examples
Can you check this? Can you help?,ambiguous,Concierge curated router examples
Quick question: Can someone call me about pricing? Can you help?,sales_or_contact,Concierge curated router examples
Quick question: I need something.,ambiguous,Concierge curated router examples
Quick question: I have a question. Thanks.,ambiguous,Concierge curated router examples
"Hi, I do not want the chatbot. Can you help?",human_request,Concierge curated router examples
"Hello, This is confusing. Can you help?",ambiguous,Concierge curated router examples
I am not sure. Can you help?,ambiguous,Concierge curated router examples
Quick question: I want to order this product. I appreciate it.,sales_or_contact,Concierge curated router examples
Quick question: I need human support. I appreciate it.,human_request,Concierge curated router examples
I have multiple questions. Thanks.,ambiguous,Concierge curated router examples
"Hi, I want information. I appreciate it.",ambiguous,Concierge curated router examples
How can I become a customer? Please.,sales_or_contact,Concierge curated router examples
"Hi, Can you check this? I appreciate it.",ambiguous,Concierge curated router examples
"Hello, I want to talk to support.",human_request,Concierge curated router examples
I want information. Please.,ambiguous,Concierge curated router examples
"Hi, Can I change my appointment time? I appreciate it.",faq,Concierge curated router examples
Quick question: I need assistance. Please.,ambiguous,Concierge curated router examples
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam,UCI SMS Spam Collection
I have a question. Can you help?,ambiguous,Concierge curated router examples
Quick question: Can you handle a few things for me? I appreciate it.,ambiguous,Concierge curated router examples
Quick question: I want to request a demo.,sales_or_contact,Concierge curated router examples
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam,UCI SMS Spam Collection
Please connect me with an agent. Thanks.,human_request,Concierge curated router examples
This bot is not helping me. Can you help?,human_request,Concierge curated router examples
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam,UCI SMS Spam Collection
"Please, How can I become a customer? Thanks.",sales_or_contact,Concierge curated router examples
"Hi, Can I change my appointment time? Please.",faq,Concierge curated router examples
Hi there.,ambiguous,Concierge curated router examples
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",spam,UCI SMS Spam Collection
"Please, I need help with my account and maybe booking too.",ambiguous,Concierge curated router examples
Quick question: I want to start today. Please.,sales_or_contact,Concierge curated router examples
"Hello, I want to book an appointment. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hi, Is parking available? Thanks.",faq,Concierge curated router examples
"Hi, Can I change my appointment time? Thanks.",faq,Concierge curated router examples
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,UCI SMS Spam Collection
"Hello, What services do you provide? Please.",faq,Concierge curated router examples
"Hello, Can your team follow up? Can you help?",human_request,Concierge curated router examples
Quick question: What are the membership options?,faq,Concierge curated router examples
Can someone call me about pricing? Can you help?,sales_or_contact,Concierge curated router examples
"Hi, I want to talk to support. I appreciate it.",human_request,Concierge curated router examples
"Please, Can you help me with this? Please.",ambiguous,Concierge curated router examples
"Hi, What are the membership options? I appreciate it.",faq,Concierge curated router examples
Quick question: Do you have weekend appointments? I appreciate it.,faq,Concierge curated router examples
"Please, Please help me make a booking. Thanks.",sales_or_contact,Concierge curated router examples
"Please, I want to start today. I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: Please contact me for a quote. Can you help?,sales_or_contact,Concierge curated router examples
Quick question: Give me a human agent. I appreciate it.,human_request,Concierge curated router examples
"Hi, I am interested in buying your service. I appreciate it.",sales_or_contact,Concierge curated router examples
I want to speak with customer service.,human_request,Concierge curated router examples
Can you help me with this?,ambiguous,Concierge curated router examples
Quick question: Can you handle a few things for me?,ambiguous,Concierge curated router examples
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam,UCI SMS Spam Collection
"Hi, Do you provide support after purchase? Can you help?",faq,Concierge curated router examples
"Please, Help. I appreciate it.",ambiguous,Concierge curated router examples
I am interested in buying your service. Can you help?,sales_or_contact,Concierge curated router examples
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam,UCI SMS Spam Collection
Quick question: Can someone call me about pricing? I appreciate it.,sales_or_contact,Concierge curated router examples
Do you accept credit cards? Can you help?,faq,Concierge curated router examples
Quick question: What are the membership options? Can you help?,faq,Concierge curated router examples
"Hello, How can I become a customer? I appreciate it.",sales_or_contact,Concierge curated router examples
"Hi, Can someone call me about pricing?",sales_or_contact,Concierge curated router examples
I am ready to purchase. I appreciate it.,sales_or_contact,Concierge curated router examples
Hello.,ambiguous,Concierge curated router examples
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,spam,UCI SMS Spam Collection
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",spam,UCI SMS Spam Collection
Help. Can you help?,ambiguous,Concierge curated router examples
Quick question: This bot is not helping me. Thanks.,human_request,Concierge curated router examples
Quick question: This is confusing. Please.,ambiguous,Concierge curated router examples
"Please, Can a staff member reply? Thanks.",human_request,Concierge curated router examples
I am looking for a package for my company. I appreciate it.,sales_or_contact,Concierge curated router examples
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam,UCI SMS Spam Collection
"Hi, How long does shipping take? Please.",faq,Concierge curated router examples
Can you send me the subscription options? Can you help?,sales_or_contact,Concierge curated router examples
"Please, I want to speak with customer service. Please.",human_request,Concierge curated router examples
"Please, Where can I find your contact information? Please.",faq,Concierge curated router examples
"Hello, I am looking for a package for my company. Please.",sales_or_contact,Concierge curated router examples
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,spam,UCI SMS Spam Collection
Please escalate this to a person. I appreciate it.,human_request,Concierge curated router examples
"Hi, I am not sure. Please.",ambiguous,Concierge curated router examples
"Hello, Can a staff member reply? Thanks.",human_request,Concierge curated router examples
"Hello, Please help me make a booking. Thanks.",sales_or_contact,Concierge curated router examples
Do you have weekend appointments?,faq,Concierge curated router examples
Quick question: How do I reset my password? Please.,faq,Concierge curated router examples
"Please, I want to speak with customer service. Can you help?",human_request,Concierge curated router examples
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam,UCI SMS Spam Collection
"Hello, How does the booking process work? I appreciate it.",faq,Concierge curated router examples
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam,UCI SMS Spam Collection
"Hi, Can a staff member reply? I appreciate it.",human_request,Concierge curated router examples
Quick question: Can I speak with sales? I appreciate it.,sales_or_contact,Concierge curated router examples
"Hi, I want to register for the service.",sales_or_contact,Concierge curated router examples
Quick question: Tell me more. Please.,ambiguous,Concierge curated router examples
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,UCI SMS Spam Collection
"Hi, Something is wrong. Please.",ambiguous,Concierge curated router examples
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,UCI SMS Spam Collection
"Please, I need human support. Please.",human_request,Concierge curated router examples
"Please, Connect me with someone now. I appreciate it.",human_request,Concierge curated router examples
I want to order this product. Can you help?,sales_or_contact,Concierge curated router examples
"Hello, This is confusing. I appreciate it.",ambiguous,Concierge curated router examples
"Hi, Can I speak to a real person? Please.",human_request,Concierge curated router examples
"Hello, Where can I find your contact information?",faq,Concierge curated router examples
"Hello, How much does the service cost? Please.",faq,Concierge curated router examples
"Please, Can you explain your return policy? Can you help?",faq,Concierge curated router examples
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,UCI SMS Spam Collection
Quick question: Can I get a custom plan? Can you help?,sales_or_contact,Concierge curated router examples
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,UCI SMS Spam Collection
Quick question: Can I change my appointment time? Thanks.,faq,Concierge curated router examples
"Hello, Can someone from your team help me?",human_request,Concierge curated router examples
"Hello, Can you help me with this? Can you help?",ambiguous,Concierge curated router examples
"Please, I would like to sign up. Thanks.",sales_or_contact,Concierge curated router examples
Quick question: Do you offer delivery?,faq,Concierge curated router examples
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam,UCI SMS Spam Collection
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,UCI SMS Spam Collection
"Please, What areas do you serve? Can you help?",faq,Concierge curated router examples
"Hi, This bot is not helping me. Can you help?",human_request,Concierge curated router examples
Quick question: What are your opening hours? Can you help?,faq,Concierge curated router examples
"Please, This bot is not helping me. Can you help?",human_request,Concierge curated router examples
"Please, This bot is not helping me.",human_request,Concierge curated router examples
Quick question: Do you offer delivery? I appreciate it.,faq,Concierge curated router examples
Quick question: I want to order this product. Can you help?,sales_or_contact,Concierge curated router examples
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam,UCI SMS Spam Collection
Quick question: What services do you provide? I appreciate it.,faq,Concierge curated router examples
"Please, Something is wrong.",ambiguous,Concierge curated router examples
"Hello, This bot is not helping me.",human_request,Concierge curated router examples
"Please, Can you check this? I appreciate it.",ambiguous,Concierge curated router examples
"Please, What are the membership options? Thanks.",faq,Concierge curated router examples
"Please, Maybe later. Please.",ambiguous,Concierge curated router examples
I am interested in buying your service. Please.,sales_or_contact,Concierge curated router examples
"Please, I am ready to purchase. I appreciate it.",sales_or_contact,Concierge curated router examples
This bot is not helping me. Please.,human_request,Concierge curated router examples
"Hello, Is parking available?",faq,Concierge curated router examples
"Please, This is confusing. Can you help?",ambiguous,Concierge curated router examples
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,UCI SMS Spam Collection
I have a problem. Can you help?,ambiguous,Concierge curated router examples
"Hello, Can someone from your team help me? Thanks.",human_request,Concierge curated router examples
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam,UCI SMS Spam Collection
Quick question: Can I see your menu?,faq,Concierge curated router examples
"Hello, How do I reset my password? Thanks.",faq,Concierge curated router examples
"Hello, Please help me make a booking. I appreciate it.",sales_or_contact,Concierge curated router examples
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam,UCI SMS Spam Collection
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam,UCI SMS Spam Collection
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam,UCI SMS Spam Collection
"Please, I need an employee to handle this.",human_request,Concierge curated router examples
"Hello, Can you handle a few things for me?",ambiguous,Concierge curated router examples
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam,UCI SMS Spam Collection
"Please, Can I speak to a real person? I appreciate it.",human_request,Concierge curated router examples
"Hi, Can I speak to a real person? Can you help?",human_request,Concierge curated router examples
"Hi, Can someone from your team help me? I appreciate it.",human_request,Concierge curated router examples
Quick question: I am looking for a package for my company. Can you help?,sales_or_contact,Concierge curated router examples
"Hello, Help.",ambiguous,Concierge curated router examples
Quick question: Hi there. Thanks.,ambiguous,Concierge curated router examples
"Hi, Escalate my issue. Thanks.",human_request,Concierge curated router examples
Quick question: How long does shipping take?,faq,Concierge curated router examples
"Hello, Please help me make a booking.",sales_or_contact,Concierge curated router examples
"Hello, I have multiple questions. Please.",ambiguous,Concierge curated router examples
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam,UCI SMS Spam Collection
"Please, I need a manager. Can you help?",human_request,Concierge curated router examples
"Hello, I need something. Thanks.",ambiguous,Concierge curated router examples
"Please, Can I speak with sales? Can you help?",sales_or_contact,Concierge curated router examples
"Hello, What areas do you serve? Can you help?",faq,Concierge curated router examples
Something is wrong. I appreciate it.,ambiguous,Concierge curated router examples
"Please, Please help me make a booking.",sales_or_contact,Concierge curated router examples
"Please, Hello. Please.",ambiguous,Concierge curated router examples
"Hello, Something is wrong. I appreciate it.",ambiguous,Concierge curated router examples
"Hello, Please connect me with an agent. I appreciate it.",human_request,Concierge curated router examples
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",spam,UCI SMS Spam Collection
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam,UCI SMS Spam Collection
What now?,ambiguous,Concierge curated router examples
Quick question: What now? I appreciate it.,ambiguous,Concierge curated router examples
"Hello, I would like to sign up. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hello, I want to start today. Can you help?",sales_or_contact,Concierge curated router examples
"Hi, What areas do you serve? Thanks.",faq,Concierge curated router examples
Quick question: Do you have weekend appointments? Please.,faq,Concierge curated router examples
Quick question: Can your team follow up? Thanks.,human_request,Concierge curated router examples
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam,UCI SMS Spam Collection
"Hello, I want to request a demo. Can you help?",sales_or_contact,Concierge curated router examples
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam,UCI SMS Spam Collection
Can you check this? Please.,ambiguous,Concierge curated router examples
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",spam,UCI SMS Spam Collection
"Please, Do you provide support after purchase? Can you help?",faq,Concierge curated router examples
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam,UCI SMS Spam Collection
RCT' THNQ Adrian for U text. Rgds Vatian,spam,UCI SMS Spam Collection
Quick question: I do not want the chatbot. Please.,human_request,Concierge curated router examples
"Hello, Do you accept credit cards?",faq,Concierge curated router examples
Quick question: Do you provide support after purchase? Please.,faq,Concierge curated router examples
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,UCI SMS Spam Collection
"Please, How does the booking process work?",faq,Concierge curated router examples
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam,UCI SMS Spam Collection
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam,UCI SMS Spam Collection
Quick question: What documents do I need? I appreciate it.,faq,Concierge curated router examples
I need live support. Can you help?,human_request,Concierge curated router examples
Can someone from your team help me?,human_request,Concierge curated router examples
What services do you provide? I appreciate it.,faq,Concierge curated router examples
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam,UCI SMS Spam Collection
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam,UCI SMS Spam Collection
Do you offer delivery? Please.,faq,Concierge curated router examples
"Latest News! Police station toilet stolen, cops have nothing to go on!",spam,UCI SMS Spam Collection
"Please, How long does shipping take? I appreciate it.",faq,Concierge curated router examples
Quick question: Something is wrong. Thanks.,ambiguous,Concierge curated router examples
"Please, Hello.",ambiguous,Concierge curated router examples
I want to start today. I appreciate it.,sales_or_contact,Concierge curated router examples
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam,UCI SMS Spam Collection
"Please, Please help me make a booking. I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: Connect me with someone now.,human_request,Concierge curated router examples
I want to talk to a human. I appreciate it.,human_request,Concierge curated router examples
Quick question: Transfer me to a representative. Can you help?,human_request,Concierge curated router examples
Can you check this? Thanks.,ambiguous,Concierge curated router examples
"Hello, How long does shipping take?",faq,Concierge curated router examples
"Please, How does the booking process work? Please.",faq,Concierge curated router examples
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,UCI SMS Spam Collection
"Hi, Connect me with someone now. Please.",human_request,Concierge curated router examples
"Please, What services do you provide? I appreciate it.",faq,Concierge curated router examples
"Please, Can I change my appointment time? Please.",faq,Concierge curated router examples
Quick question: Where are you located? I appreciate it.,faq,Concierge curated router examples
"Please, Give me a human agent. I appreciate it.",human_request,Concierge curated router examples
Can you help me with this? I appreciate it.,ambiguous,Concierge curated router examples
"Please, What documents do I need? Thanks.",faq,Concierge curated router examples
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,UCI SMS Spam Collection
"Please, I need a manager.",human_request,Concierge curated router examples
"Hello, What are your opening hours? Can you help?",faq,Concierge curated router examples
"Please, I want to request a demo. Thanks.",sales_or_contact,Concierge curated router examples
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,UCI SMS Spam Collection
"Hello, I need an employee to handle this. Thanks.",human_request,Concierge curated router examples
"Hi, Can you help me with this? Please.",ambiguous,Concierge curated router examples
"Please, Do you offer delivery? Can you help?",faq,Concierge curated router examples
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,spam,UCI SMS Spam Collection
"Hi, I want to schedule a consultation. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hello, Do you offer delivery? Can you help?",faq,Concierge curated router examples
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,UCI SMS Spam Collection
"Please, Do you provide support after purchase? I appreciate it.",faq,Concierge curated router examples
"Please, Please escalate this to a person. Can you help?",human_request,Concierge curated router examples
