text,label,source,original_label
assistance to see your money back guarantee,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
I do not know how I can talk to customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
list the contents of my safety deposit box at the bank,ambiguous,CLINC OOS Dataset (test),oos
what does the plus sign mean on my dashboard,ambiguous,CLINC OOS Dataset (test),oos
I want helpchecking what hours I can call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i need help to see my bill from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
i do not know how to speak with someone,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I want help to ask for a reimbursement of my money,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
"I ain't happy with your service, I want help filing a claim",faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
is it possible to see what delivery options I have?,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
i dont know what to do to chat with a fucking assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
what are popular sports magazines,ambiguous,CLINC OOS Dataset (test),oos
i want assistance talking to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
want assistance to see order {{Order Number}} syatus,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
where to see if there are any updates on the refund?,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
will you tell me what hours I can call customer assistance?,faq,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
need help to set up my delivery address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
can you help me check your goddamn reimbursement policy?,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
open new {{Account Type}} account for daughter,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
can you tell me how to multiply two fractions,ambiguous,CLINC OOS Dataset (test),oos
"I can no longer afford order {{Order Number}}, help me cancel it",sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
where can I submit a shipping address?,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
open {{Account Category}} cacount for wife,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
need help chatting with an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can you tell me whether the knicks will play the lakers this week,ambiguous,CLINC OOS Dataset (test),oos
wanna correct the personal information,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
"I need to see in which cases can I request refunds, help me",sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
when does the stock market update,ambiguous,CLINC OOS Dataset (test),oos
what is the shpiping period?,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
are polar bears on the endangered species list,ambiguous,CLINC OOS Dataset (test),oos
i havd to buy some products,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
i try to chat with a live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
do you have a number to get in touch with customer support?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i cannot switch to the premium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
i dont know what to do to speak to somebody,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can i see the ETA of the order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
need assistance to find my fucking bill from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
help me get in touch with customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
check invoice from last purchase,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
I am waiting for an refund of {{Currency Symbol}}{{Refund Amount}},sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
could you help me to see how soon can I expect the item?,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
needx help to check the ETA of purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
find an article on celebrities who made it out of poverty,ambiguous,CLINC OOS Dataset (test),oos
I don't know what to do to seak to a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
search up the cast in the walking dead,ambiguous,CLINC OOS Dataset (test),oos
I do not kinow how to contact a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help me seeing ur refund policy,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
I want help talking with a human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can I sign up to the corporate newsletter?,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
deleting platinum accoumt,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
"I need to list the allowed payment options, can you help me?",sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
I need to purchase some bloody products,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
CDs 4u: Congratulations ur awarded Â£500 of CD gift vouchers or Â£125 gift guaranteed & Freeentry 2 Â£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,spam,UCI SMS Spam Collection,spam
search up someone who plays in a movie,ambiguous,CLINC OOS Dataset (test),oos
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,UCI SMS Spam Collection,spam
are any earning reports due,ambiguous,CLINC OOS Dataset (validation),oos
editing informaqtion on platinum account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
contacting human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"I need to see the withdrawal fee, how to do it?",faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
i do not know what i need to do to speak with a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I do not know how I could remove the {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
edit ordr {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
give me a list of tax attorneys that practice in my city,ambiguous,CLINC OOS Dataset (test),oos
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam,UCI SMS Spam Collection,spam
"I want to report a problem with a sign-up, how do I do it?",faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
I do not know what to do to submit my new shipping address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam,UCI SMS Spam Collection,spam
I want assistance acquiring several of your product,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
what zelda games are available on the switch,ambiguous,CLINC OOS Dataset (test),oos
create {{Account Category}} accountfor wife,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
show me recent activity in my backyard,ambiguous,CLINC OOS Dataset (validation),oos
I don't know how to check the available payment methods,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
I do not know what I have to do to speak with an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
create several photos of me with different hair styles,ambiguous,CLINC OOS Dataset (test),oos
i have old model car,ambiguous,CLINC OOS Dataset (train),oos
what's the average rent of apartments in my city,ambiguous,CLINC OOS Dataset (test),oos
how do i make my android phone more secure,ambiguous,CLINC OOS Dataset (test),oos
help me seeing what payment options are available,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,UCI SMS Spam Collection,spam
supports changing my address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
can I check at what time I can call customer service?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
can you help me speak to a live agent?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can I check at what time I can call customer support?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i have to talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam,UCI SMS Spam Collection,spam
change purchzse {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
changing to premium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
i have to speak with someone i need hrlp,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
what's a good way to organize my tools in my garage,ambiguous,CLINC OOS Dataset (test),oos
see in which situations can I ask for a reimbursement,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
speak to assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam,UCI SMS Spam Collection,spam
i need assistance checking what methods for delivery i have,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
what is the best way for dealing with the airport,ambiguous,CLINC OOS Dataset (test),oos
I do not know what I have to do to submit bloody feedback,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
how can i find information about my {{Account Type}} account removal,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,UCI SMS Spam Collection,spam
is there overtime in college football,ambiguous,CLINC OOS Dataset (train),oos
need assistance to obtain a refund of money,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
who has the longest hair ever,ambiguous,CLINC OOS Dataset (test),oos
URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,UCI SMS Spam Collection,spam
I need assistance deleting a {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
assistance to see at what time I can reach customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I'm trying to check the eta of purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
want assistance talking with somebody,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
wanna check the status of order {{Order Number}} how to dl it,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
need assistance subscribing to your newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
customer support number,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
what is my checking account number,ambiguous,CLINC OOS Dataset (test),oos
"I can no longer afford order {{Order Number}}, can I cancel it?",sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
i want assistance to list the allowed payment modalitiess,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
can I talk to somebody?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i have to see how long refunds take how do i do it,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
wanna see the current status of my restitution,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
I do not know how I can check your allowed payment options,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
"you aren't helpful at all, assistance to talk to somebody",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"I have got to correct the data on my account, help me",faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
what are the pros and cons of credit cards,ambiguous,CLINC OOS Dataset (train),oos
FREE entry into our Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,UCI SMS Spam Collection,spam
give me information about the soviet union's participation in world war 2,ambiguous,CLINC OOS Dataset (train),oos
give me information about the deletion of a pro account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
where can I resety my user profile pwd?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,UCI SMS Spam Collection,spam
show me the most popular nonfiction book currently on the market,ambiguous,CLINC OOS Dataset (test),oos
I want help to check in which cases can I ask for a refund,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
can you send an email to client b,ambiguous,CLINC OOS Dataset (train),oos
I do not know how I can retrieve my goddamn user PIN code,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
what are my local news stations,ambiguous,CLINC OOS Dataset (train),oos
I try to talk to an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
how much sugar was in my urine this morning,ambiguous,CLINC OOS Dataset (test),oos
uare not helpful at all help me talk to a goddamnagent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
find directions to the sunshine car wash from my house,ambiguous,CLINC OOS Dataset (test),oos
what does the average cost of an engagement ring,ambiguous,CLINC OOS Dataset (test),oos
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam,UCI SMS Spam Collection,spam
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam,UCI SMS Spam Collection,spam
could ya help me see the goddamn cancellation charge,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
I can't locate my bill from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,UCI SMS Spam Collection,spam
how do i talk with customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
what'll an education at boulder state college run,ambiguous,CLINC OOS Dataset (validation),oos
I don't know how I can receive the company newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
I need assistance to talk tl an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I do not know what to do to download the invoice #00108,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,spam,UCI SMS Spam Collection,spam
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam,UCI SMS Spam Collection,spam
want help reporting a trouble with online payment,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
I have a probllem with canceling order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
what is the most popular airline,ambiguous,CLINC OOS Dataset (train),oos
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,UCI SMS Spam Collection,spam
i have got to check the damn withdrawal penalty,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
"I have got to sign up to your newsletter, I need help",sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
does iron maiden have any new releases,ambiguous,CLINC OOS Dataset (test),oos
I do not know how to talk to a human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I want help odering some articles,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
need assistance modifying the delivery addres,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
I don't know how to check the payment methods,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,UCI SMS Spam Collection,spam
how do i check what hours i can call customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I am waiting for an bloody restitution of {{Refund Amount}} dollars,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
what movie does it's just a flesh wound come from,ambiguous,CLINC OOS Dataset (test),oos
"I want to send feedback for your company, help me",faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
I'm trying to check if there are any updates on the rebate,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
can you help me chatting with a person?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
look for my damn bill from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
open another {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam,UCI SMS Spam Collection,spam
i dont know how to contact customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, Â£1.50 to rcv",spam,UCI SMS Spam Collection,spam
I do not know what I need to do to talk to a humaqn agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,UCI SMS Spam Collection,spam
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,UCI SMS Spam Collection,spam
assistance to talk to an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can you help me to speak with customer assistance?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,UCI SMS Spam Collection,spam
I have got to see what delivery methods you offer,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
what kind of bonds do molecules have,ambiguous,CLINC OOS Dataset (test),oos
program my new robot to bring me snacks,ambiguous,CLINC OOS Dataset (test),oos
i want help to see what hours i can call custmer service,faq,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
uhave a way to send a reivew,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
can you tell me the best time to visit downtown when driving,ambiguous,CLINC OOS Dataset (test),oos
"who is the oscar who ""the oscar's"" is named after",ambiguous,CLINC OOS Dataset (train),oos
help seeing the current status of purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
want assistance purchasing some of ur product,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
I need help to demand a rebate of my money,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
which came first; greek mythology or roman mythology,ambiguous,CLINC OOS Dataset (test),oos
is it possible to download my invoice from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,UCI SMS Spam Collection,spam
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Â£1.50 per msg,spam,UCI SMS Spam Collection,spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,UCI SMS Spam Collection,spam
take a quick look at my invoices from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
I need to check your available payment modalities,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
is it possible to reset my account PIN code?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
"you are not being helpful, can I speak to an operator?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I do not know what to do to subscribe to your newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
how many dvds do i currently have on file,ambiguous,CLINC OOS Dataset (test),oos
i want help to see the early termination charge,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
i need assistance talking to an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
please read the text message i just received,ambiguous,CLINC OOS Dataset (test),oos
"I have to receive the corporate newsletter, how to do it?",sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
I do not know how I can get in touch with customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i dont know how to send some feedback for ur services,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
why is there fake news,ambiguous,CLINC OOS Dataset (validation),oos
tell me at what time I can call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,UCI SMS Spam Collection,spam
FROM 88066 LOST Â£12 HELP,spam,UCI SMS Spam Collection,spam
i need assistance to speak with customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
does bill gates still have any material participation in the running of microsoft,ambiguous,CLINC OOS Dataset (test),oos
find a credit counseling service for me on the web,ambiguous,CLINC OOS Dataset (test),oos
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam,UCI SMS Spam Collection,spam
"I have to call customer service, could you help me?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
is it possible to create a {{Account Category}} accojnt for my daughter?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
what is a good laptop for gaming,ambiguous,CLINC OOS Dataset (test),oos
can i get a starter course for the trumpet,ambiguous,CLINC OOS Dataset (test),oos
"This is the 2nd time we have tried 2 contact u. U have won the Â£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam,UCI SMS Spam Collection,spam
how can i see what hours customer service available is,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i have got to inform of issues with payments,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
want assistance solving a payment issue,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
which houses do not have automatic spot lights in front of their garage,ambiguous,CLINC OOS Dataset (test),oos
help retrieving my account key,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
I need assistance to talk to an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"Romantic Paris. 2 nights, 2 flights from Â£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,UCI SMS Spam Collection,spam
which nations were on each side of the conflict in world war ii,ambiguous,CLINC OOS Dataset (train),oos
why is the sky blue,ambiguous,CLINC OOS Dataset (test),oos
can ya direct to me an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I'm trying to see at what time customer support available is,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam,UCI SMS Spam Collection,spam
I have problems with the termination of a {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.,spam,UCI SMS Spam Collection,spam
I cannot edit ym address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
"I have to submit my new delivery address, will you help me?",faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
I want help speaking with customer assistance,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I'm trying to find the invoice #00108,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
I need to see what hours I can contact customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
is it possible to cancel order {{Order Number}}?,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
would it be possible to speak to someone?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
will you tell me what hours I can call customer service ?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
help to speak with customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,UCI SMS Spam Collection,spam
compare the new life growth in trees when the seasons change,ambiguous,CLINC OOS Dataset (test),oos
show me how long it takes for my order to arrive,sales_or_contact,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
could you help me shop a few of your article?,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
how much money does radiohead earn a year,ambiguous,CLINC OOS Dataset (train),oos
contact agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
what is your customer support mail?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
assistance to speak with a human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 Â£100 cash. Name the NEW US President? txt ans to 80082,spam,UCI SMS Spam Collection,spam
i have to check what hours customer support available is,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam,UCI SMS Spam Collection,spam
could you help me to speak with an operator?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
